KAUM科番号,科,Family,和名,学名,Remarks,和名ヘボン式表記,目
351,フグ科,Tetraodontidae,モンキキンチャクフグ,Canthigaster epilampra (Jenkins 1903),"
Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本村ほか（2019）「奄美群島の魚類」；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島竹島
",Monkikinchakufugu,"フグ目
Tetraodontiformes"
351,フグ科,Tetraodontidae,ホクロキンチャクフグ,Canthigaster inframacula Allen & Randall 1977,"
Kuriiwa et al (2014) CheckList 10:1479-1501，豆南諸島；佐藤ほか（2023）「トワイライトゾーン深海生物」，沖縄県
",Hokurokinchakufugu,"フグ目
Tetraodontiformes"
351,フグ科,Tetraodontidae,シボリキンチャクフグ,Canthigaster janthinoptera (Bleeker 1855),"
Koeda et al (2016) Fishes of Yonaguni，与那国島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；本村ほか（2019）「奄美群島の魚類」；福田・小寺（2019）串本海中公園マリンパビリオン8:1-14，和歌山県串本；田中ほか（2020）神奈川県立博物館研究報告（自然科学）49:107-118，渡嘉敷島渡嘉志久湾；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；Fujiwara & Motomura (2020) Bull Kagoshima Univ Mus 14:1-73，喜界島；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島，加計呂麻島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Shiborikinchakufugu,"フグ目
Tetraodontiformes"
351,フグ科,Tetraodontidae,クマドリキンチャクフグ,Canthigaster ocellicincta Allen & Randall 1977,,Kumadorikinchakufugu,"フグ目
Tetraodontiformes"
351,フグ科,Tetraodontidae,アラレキンチャクフグ,Canthigaster papua (Bleeker 1848),"
松浦（2017）「日本産フグ類図鑑」，アラレキンチャクフグはCanthigaster solandri (Richardson 1845)ではなくC. papua；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Ararekinchakufugu,"フグ目
Tetraodontiformes"
351,フグ科,Tetraodontidae,キタマクラ,Canthigaster rivulata (Temminck & Schlegel 1850),"
荒尾・玉井（2011）豊橋市自然史博物館研報21:17-26，愛知県渥美半島沖；本村ほか（2013）「硫黄島・竹島の魚類」；大河ほか（2014）黒潮の資源海洋研究15:95-104，高知県；岩坪ほか（2014）Nat Kagoshima 40:81-94，薩摩半島南端（南九州市頴娃町）；竹内ほか（2015）日本生物地理学会会報70:1-11，対馬；Motomura et al (2016) Mem Fac Fish Kagoshima Univ 64:10-34，宇治群島；鏑木（2016）「種子島の釣魚」；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；岩坪・本村（2017）「鹿児島湾の魚類」；木村ほか（2017）「口永良部島の魚類」；吉郷（2018）比和科学博物館研究報告59:127-203，瀬戸内海；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；小枝ほか（2018）「内之浦の魚類」；村瀬ほか（2019）「門川の魚類」；福田・小寺（2019）串本海中公園マリンパビリオン8:1-14，和歌山県串本；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；小枝ほか（2020）「大隅市場魚類図鑑」；Fujiwara & Motomura (2020) Bull Kagoshima Univ Mus 14:1-73，喜界島；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島硫黄島・竹島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；栗原ほか（2022）「延岡水辺の生き物案内」，宮崎県延岡市；村瀬ほか（2023）Ichthy, Nat Hist Fish Jpn 33:33-114，宮崎県南部；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；鈴木ほか（2025）Ichthy, Nat Hist Fish Jpn 51:1-24，宮城県志津川湾；Koreeda & Motomura (2025) Bull Kagoshima Univ Mus 21:1-119，甑島列島；外山ほか（2025）Ichthy, Nat Hist Fish Jpn 52:13-45，茨城県平磯海岸；畠中ほか（2025）Ichthy, Nat Hist Fish Jpn 56:8-30，宇治群島；木村・笹木（2025）「三重県の魚類図鑑」；和田ほか（2025）Mikuraensis 14:5-54，御蔵島；甲斐・御所（2025）「紀伊大島の魚」和歌山県紀伊大島
",Kitamakura,"フグ目
Tetraodontiformes"
351,フグ科,Tetraodontidae,シマキンチャクフグ,Canthigaster valentini (Bleeker 1853),"
三浦（2012）「知念市場の魚」，沖縄島；本村ほか（2013）「硫黄島・竹島の魚類」；Koeda et al (2016) Fishes of Yonaguni，与那国島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；本村ほか（2019）「奄美群島の魚類」；福田・小寺（2019）串本海中公園マリンパビリオン8:1-14，和歌山県串本；Motomura & Uehara (2020) Bull Kagoshima Univ Mus 12:1-125，沖永良部島；Fujiwara & Motomura (2020) Bull Kagoshima Univ Mus 14:1-73，喜界島；Jeong & Motomura (2021) Bull Kagoshima Univ Mus 16:1-116，大隅諸島硫黄島・竹島；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島，加計呂麻島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；村瀬ほか（2023）Ichthy, Nat Hist Fish Jpn 33:33-114，宮崎県南部；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；Koreeda & Motomura (2025) Bull Kagoshima Univ Mus 21:1-119，甑島列島
",Shimakinchakufugu,"フグ目
Tetraodontiformes"
351,フグ科,Tetraodontidae,オキナワフグ,Chelonodon kappa (Hamilton 1822),"
三浦（2012）「知念市場の魚」，沖縄島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；畑ほか（2017）Nat Kagoshima 43:239-242，笠沙；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；木村ほか（2017）「口永良部島の魚類」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；Mochida & Motomura (2018) Bull Kagoshima Univ Mus 10:1-80，徳之島；本村ほか（2019）「奄美群島の魚類」；村瀬ほか（2019）「門川の魚類」；漫湖水鳥・湿地センター「漫湖みんなで水族館」，沖縄島漫湖；Fujiwara & Motomura (2020) Bull Kagoshima Univ Mus 14:1-73，喜界島；下瀬（2021）「沖縄さかな図鑑」，沖縄県；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；萩原（2022）横須賀市博物館資料集46:1-127，奄美大島，加計呂麻島；岩坪ほか（2022）「薩摩半島沿岸の魚類」；岡村・遠藤（2023）Ichthy, Nat Hist Fish Jpn 34:15-18，高知県；Britz et al (2024) Zootaxa 561-750，ChelonodontopsはChelonodonの新参異名，オキナワフグの学名とされていたChelonodon patoca (Hamilton 1822)はベンガル湾内の固有種，インド・太平洋広域分布種はChelonodon kappa (Hamilton 1822)
",Okinawafugu,"フグ目
Tetraodontiformes"
351,フグ科,Tetraodontidae,クロサバフグ,Lagocephalus cheesemanii (Clarke 1897),"
座間（1998）「万石浦の魚類の生態学的研究」，宮城県万石浦；清水（2013）南予生物17:14-35，愛媛県瀬戸内海；Matsuura & Satoh (2016) Ichthyol Res doi:10.1007/s10228-016-0547-2，Lagocephalus gloveri (Abe & Tabeta 1983)は新参異名；鏑木（2016）「種子島の釣魚」；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；岩坪・本村（2017）「鹿児島湾の魚類」；吉郷（2018）比和科学博物館研究報告59:127-203，瀬戸内海；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；小枝ほか（2018）「内之浦の魚類」；村瀬ほか（2019）「門川の魚類」；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；木村ほか（2020）魚津水族館年報29:49-78，富山湾；小枝ほか（2020）「大隅市場魚類図鑑」；Fujiwara & Motomura (2020) Bull Kagoshima Univ Mus 14:1-73，喜界島；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；岩坪ほか（2022）「薩摩半島沿岸の魚類」；川瀬（2022）「千葉県勝浦沖キンメ場の魚」，千葉県勝浦沖；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島，馬毛島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；Koreeda & Motomura (2025) Bull Kagoshima Univ Mus 21:1-119，甑島列島；木村・笹木（2025）「三重県の魚類図鑑」
",Kurosabafugu,"フグ目
Tetraodontiformes"
351,フグ科,Tetraodontidae,カナフグ,Lagocephalus inermis (Temminck & Schlegel 1850),"
Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；吉郷（2018）比和科学博物館研究報告59:127-203，瀬戸内海；小枝ほか（2018）「内之浦の魚類」；村瀬ほか（2019）「門川の魚類」；日比野・長野（2020）Niche Life 7:28-33，熊野灘；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；小枝ほか（2020）「大隅市場魚類図鑑」；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；岩坪ほか（2022）「薩摩半島沿岸の魚類」；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；木村・笹木（2025）「三重県の魚類図鑑」；甲斐・御所（2025）「紀伊大島の魚」和歌山県紀伊大島
",Kanafugu,"フグ目
Tetraodontiformes"
351,フグ科,Tetraodontidae,クマサカフグ,Lagocephalus lagocephalus (Linnaeus 1758),"
Lagocephalus oceanicusより変更；山田・工藤（2012）神奈川県自然誌資料33:113-116，相模湾；畑ほか（2016）Nat Kagoshima 42:333-338，笠沙；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；吉郷（2018）比和科学博物館研究報告59:127-203，瀬戸内海；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；畑・小枝（2020）南紀生物62:45-48，四国南西部；岩坪ほか（2022）「薩摩半島沿岸の魚類」；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；木村・笹木（2025）「三重県の魚類図鑑」；和田ほか（2025）Mikuraensis 14:5-54，御蔵島；甲斐・御所（2025）「紀伊大島の魚」和歌山県紀伊大島
",Kumasakafugu,"フグ目
Tetraodontiformes"
351,フグ科,Tetraodontidae,ドクサバフグ,Lagocephalus lunaris (Bloch & Schneider 1801),"
Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；吉郷（2018）比和科学博物館研究報告59:127-203，瀬戸内海；村瀬ほか（2019）「門川の魚類」；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；岩坪ほか（2022）「薩摩半島沿岸の魚類」；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Dokusabafugu,"フグ目
Tetraodontiformes"
351,フグ科,Tetraodontidae,センニンフグ,Lagocephalus sceleratus (Gmelin 1789),"
三浦（2012）「知念市場の魚」，沖縄島；清水（2013）南予生物17:14-35，愛媛県瀬戸内海；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；岩坪・本村（2017）「鹿児島湾の魚類」；木村ほか（2017）「口永良部島の魚類」；吉郷（2018）比和科学博物館研究報告59:127-203，瀬戸内海；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；小枝ほか（2018）「内之浦の魚類」；本村ほか（2019）「奄美群島の魚類」；村瀬ほか（2019）「門川の魚類」；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；小枝ほか（2020）「大隅市場魚類図鑑」；下瀬（2021）「沖縄さかな図鑑」，沖縄県；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；岩坪ほか（2022）「薩摩半島沿岸の魚類」；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；Koreeda & Motomura (2025) Bull Kagoshima Univ Mus 21:1-119，甑島列島；木村・笹木（2025）「三重県の魚類図鑑」；和田ほか（2025）Mikuraensis 14:5-54，御蔵島；甲斐・御所（2025）「紀伊大島の魚」和歌山県紀伊大島
",Senninfugu,"フグ目
Tetraodontiformes"
351,フグ科,Tetraodontidae,シロサバフグ,Lagocephalus spadiceus (Richardson 1845),"
Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；岩坪・本村（2017）「鹿児島湾の魚類」；吉郷（2018）比和科学博物館研究報告59:127-203，瀬戸内海；小枝ほか（2018）「内之浦の魚類」；村瀬ほか（2019）「門川の魚類」；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；小枝ほか（2020）「大隅市場魚類図鑑」；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；岩坪ほか（2022）「薩摩半島沿岸の魚類」；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；鈴木ほか（2025）Ichthy, Nat Hist Fish Jpn 51:1-24，宮城県志津川湾；Koreeda & Motomura (2025) Bull Kagoshima Univ Mus 21:1-119，甑島列島；木村・笹木（2025）「三重県の魚類図鑑」；甲斐・御所（2025）「紀伊大島の魚」和歌山県紀伊大島
",Shirosabafugu,"フグ目
Tetraodontiformes"
351,フグ科,Tetraodontidae,カイユウセンニンフグ,Lagocephalus suezensis Clark & Gohar 1953,"
三浦（2012）「知念市場の魚」，沖縄島；鏑木（2016）「種子島の釣魚」；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；小枝ほか（2018）「内之浦の魚類」；村瀬ほか（2019）「門川の魚類」；小枝ほか（2020）「大隅市場魚類図鑑」；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；岩坪ほか（2022）「薩摩半島沿岸の魚類」；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島；木村・笹木（2025）「三重県の魚類図鑑」；甲斐・御所（2025）「紀伊大島の魚」和歌山県紀伊大島
",Kaiyusenninfugu,"フグ目
Tetraodontiformes"
351,フグ科,Tetraodontidae,ヨリトフグ,Sphoeroides pachygaster (Müller & Troschel 1848),"
北島ほか（1976）西海区水産研究所研究報告48:47-92，宇治群島沖，屋久島沖，東シナ海；Ozawa (1983) Bull Japan Soc Fish Oceanogr 44:9-16，鹿児島県枕崎市と大隅諸島黒島の中間海域；Koeda et al (2016) Fishes of Yonaguni，与那国島；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；岸本ほか（2018）日本生物地理学会会報73:181-186，北海道初記録；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；小枝ほか（2020）「大隅市場魚類図鑑」；下瀬（2021）「沖縄さかな図鑑」，沖縄県；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；岩坪ほか（2022）「薩摩半島沿岸の魚類」；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島，馬毛島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；Koreeda & Motomura (2025) Bull Kagoshima Univ Mus 21:1-119，甑島列島；畠中ほか（2025）Ichthy, Nat Hist Fish Jpn 56:8-30，宇治群島；木村・笹木（2025）「三重県の魚類図鑑」；和田ほか（2025）Mikuraensis 14:5-54，御蔵島；吉村ほか（2025）Ichthy, Nat Hist Fish Jpn 60:36-40，岩手県；甲斐・御所（2025）「紀伊大島の魚」和歌山県紀伊大島
",Yoritofugu,"フグ目
Tetraodontiformes"
